TEAM NAMES,Series Number,Filename,Name,Description,Gender,attributes,UUID,Hash
TEAM GRIT,79,agnar-ole,agnar ole,A man who feels like an outcast and always has a battle with his mind.,Male,hair: bald; eyes: opened; teeth: none; clothing: overall; accessories: nose mask; expression: furious; strength: strong willed; weakness: crying;,f3f11fd0-59d2-11ed-9b6a-0242ac120002,61812efb07d0f477d9c2f641757345521334924fd613d7b7b16c03fd451cbc52
TEAM GRIT,80,adom-kulu,adom kulu,A ghanaian model; proud of his culture.,Male,hair: bald; eyes: opened; teeth: none; clothing: kente; accessories: nose mask; expression: irritated;  strength: height;  weakness: pride;,00f6589e-59d3-11ed-9b6a-0242ac120002,8f292f895779d147bcba3dcc3b0559424f8edd0d485403fd3693d71c4ff645db
TEAM PRYBAR,81,segun-baller,segun baller,A man who loves to have fun.,Male,hair: black; eyes: black; teeth: none; clothing: kente; accessories: glasses; expression: cool; strength: jovial; weakness: nonchalant;,58ac5cf6-b644-41c6-af79-ec9aa5f6bdd1,fba5204b257822f8dc239ed8df1d3928708bd2e05243a0e7291803ffe2ae3200
TEAM PRYBAR,82,bolanle-pepper-dem,bolanle pepper dem,A lady that loves to show off.,Male,hair: bald; eyes: back; teeth: none; clothing: kente; accessories: glasses; expression: proud; strength: strong; weakness: big spender;,46966104-775b-4443-90bb-b35afd121653,b101ff6ac581f8756e3cbcb2b960d4d99e3fc22788913b54ea303bb0cfc0f346
TEAM PRYBAR,83,tayo-tailor,tayo tailor,A professional fashion designer.,Male,hair: black; eyes: black; teeth: none; clothing: orange shirt; accessories: glasses; expression: inquisitive; strength: creativity; weakness: opinionated;,70828783-ac38-48cf-b966-cfebc92ebd86,d6f7079fc72b9d786e15e1a120d7f173c656444eb4fb2ea66c792e263511acf9
TEAM PRYBAR,84,ajasco-comedian,ajasco comedian,A newbie comedian.,Male,hair: black; eyes: black; teeth: none; clothing: green shirt; accessories: glasses; expression: bold; strength: optimistic; weakness: unobservant;,8bebdb3a-f0a8-47ba-892f-39aa275fbd0d,5ca7e0de29a3f17837cb09abf656506c856e01f31809b61d1dc2f9556104c47e
TEAM PRYBAR,85,tobi-babyboy,tobi babyboy,A guy who does not like stress.,Male,hair: black; eyes: black; teeth: none; clothing: white shirt; accessories: glasses; expression: friendly; strength: outgoing; weakness: lacks boundaries;,3da592d4-5dec-4bc5-8412-f1b2a0269f95,f8fc3f8889f15548917420d6a2e1389653aea1f8a5fa94e198271692c6531c68
TEAM PRYBAR,86,esther-sassy,esther sassy,A rude lady.,Female,hair: brown; eyes: grey; teeth: none; clothing: animal print; accessories: necklace & earrings; expression: bold; strength: confident; weakness: judgemental;,0642a25a-966d-446f-b021-a6d18e7fa0c5,301d668c47c2f17597a1bdcf161149ea87fe7a308978eefc886a86206b6fe6fa
TEAM PRYBAR,87,ozo-fineboi,ozo fineboi,A charming person,Female,hair: brown; eyes: blue; teeth: none; clothing: aztec print blouse;  accessories: choker & hookah; expression: blank; strength: charismatic; weakness: proud;,"hair: brown, eyes: blue, teeth: none, clothing: aztec print blouse,  accessories: choker & hookah, expression: blank, strength: charismatic, weakness: proud",f6cd5defefff3f8bcf800143f8e995303f6c6433963f3f53b52bc35a1d3f1cc1
TEAM PRYBAR,88,ade-party-girl,ade party girl,The life of every party.,Female,hair: brown; eyes: blue; teeth: gap-tooth; clothing: one-sleeved blue top; accessories: none; expression: scary; strength: adventurous; weakness: impulsive;,7e3db30c-9faf-430d-ab48-b854fe0456b9,8a37de1c97a6cb9691e302fa475071ffc7f0efa59d1646787b02c8ea381ebfe7
TEAM PRYBAR,89,john-casco,john casco,A very observant person.,Female,hair: black; eyes: blue; teeth: none  clothing: one-sleeved ankara top; accessories: earrings & necklace  expression: shocked; strength: unpredictable; weakness: loner;,2eff88ef-5bc2-4779-917a-533e952e2953,348b3ed2456021695a7450ef46b027f0082cce23ebd4bb462de7d2cba68d00a0
TEAM PRYBAR,90,agha-uwa,agha uwa,A woman of high social class.,Female,hair: brown; eyes: blue; teeth: none; clothing: ankara top with strap & full sleeve; accessories: earrings; expression: sad; strength: daring; weakness: loner;,8478a002-1eba-4a05-8b98-7170c6e39254,bba06a8ca419058fb5aa1f077847bf8768a180c3b56de47900991e9b79cdf533
TEAM PRYBAR,91,udeme-great,udeme great,A lady given to adventures.,Female,hair: purple; eyes: black; teeth: none  clothing: ankara top with blue sleeves; accessories: green necklace & green earrings  expression: clueless; strength: decisive; weakness: stubborn;,d1476409-6f8b-4be9-8c93-24d9123749c5,e5c6efc140cdef2187dce886524e55d8a3a6bf2ed54899bed0a0924e5acb607b
TEAM PRYBAR,92,femi-tech-bro,femi tech bro,A rookie in the tech indutry.,Female,hair: brown; eyes: black; teeth: none; clothing: ankara top with blue suspenders; accessories: green necklace; expression: mischievous; strength: creativity; weakness: procastination;,ba3ec22a-13d5-4e19-9b7f-aac764fda28c,745b02ca8ff08a963e235d8fbf8547f4932b7e639174303f44bb3434651c4d68
TEAM PRYBAR,93,sai-baba,sai baba,A leader of a third-world country,Female,hair: brown; eyes: black; teeth: none; clothing: off-shoulder ankara top; accessories: earrings & necklace; expression: anxious; strength: trend spotter; weakness: distracted easily;,fdfff369-5b57-4612-9f89-f5d408f24a35,5c3eed73a72e9cfcf48f6da3b4ca648d2bd3e25dfb8f7e3c274b694780904989
TEAM PRYBAR,94,omo-pastor,omo pastor,A devout christian.,Female,hair: brown; eyes: black; teeth: none; clothing: spaghetti strap ankara top; accessories: green earrings & green necklace; expression: happy; strength: happiness; weakness: too emotional;,49e09559-61a6-41ff-811a-272721a7475c,325a7a62dbbbfc09e2d3ebe8ba749c434db655238d831cfc06c8c842a014bda8
TEAM PRYBAR,95,obi-container,obi container,A rich south-easterner.,Female,hair: brown; eyes: black; teeth: none; clothing: animal print top; accessories: green necklace; expression: surprised; strength: wealthy; weakness: risk taker;,4b64cf48-94fa-4aed-8cf2-452974b48ee3,c7aa8de1944d641ddc18c2679298e2d3bc99f6afc8b8df7ff9efe3ce541cf7d7
TEAM PRYBAR,96,erigga-international,erigga international,Superstar from South-South.,Female,hair: brown; eyes: black; teeth: none; clothing: half ankara; accessories: green necklace & red scrunchie; expression: curious; strength: talented; weakness: overconfident;,3ac39a5e-7b0c-4371-b0c8-7cb4b68aed2c,56d9d521636f68f51181c4e0e5e0d83a25b9984828626e86ec4672c17b9f9a2a
TEAM PRYBAR,97,ayo-web3-bro,ayo web3 bro,Someone with no actual knowledge of basic computer principles.,Female,hair: brown; eyes: blue; teeth: gap tooth; clothing: sleeveless ankara top; accessories: green necklace; expression: terrified; strength: tolerant; weakness: illiterate;,c137ec2b-18cd-4c29-a194-af29ac9e6c1c,11c60da261fb708ce65a2f77884d9847aaa00643cf605c1cfc7a5721180442ba
TEAM PRYBAR,98,phoebe-queen-bee,phoebe queen bee,"A self-centred woman, who only thinks about herself",Female,hair: brown flowing hair; eyes: blue; teeth: none; clothing: ankara top; accessories: none; expression: blank; strength: attractive; weakness: gullible;,1277e9c0-81dc-4747-89df-a9d2ae4fcf96,6b1adbc5a74e3acbbea55cacd8c2322ece5553e64a32515fc2c2a46dfd4c8162
TEAM PRYBAR,99,rachel-warri-babe,rachel warri babe,A highly disciplined woman.,Female,hair: red braids; eyes: white; teeth: none; clothing: yellow danshiki; accessories: none; expression: blank; strength: assertive; weakness: talkative;,19e6af3b-ef2d-46ba-ba05-59fb612ebbee,1b4b65f1bdda33ab0a41be2b2accf6e8561264b6f274f16b8f0979797009dd6f
TEAM PRYBAR,100,adun-preacher,adun preacher,A religious woman.,Female,hair: black short hair; eyes: blue; teeth: none; clothing: blue paisley print blouse; accessories: ankara bonnet & hookah;  expression: blank; strength: bold; weakness: fake ;,cc4dfedf-c343-48db-ad67-e39452ec2380,4e252aebe0018beb48fe5bac73055c191962c702e88478b34e91313ded3fe5fa
TEAM CHISEL,101,adebola-omo-oba,adebola omo oba,Adebola loves soft life with her fathers wealth.,Female,hair: brown; eyes: opened; teeth: white; clothing: ankara print ; accessories:none ; expression: staring; strength: bold; outspoken; weakness: pride;,fbf43611-f267-4cba-bf4b-a3ffdc122589,32dffd0e928e95be5ac3a9cc615d33f53a5dfd3b9e210a1830189630613a3aab
TEAM CHISEL,102,chichi-the-dancer,chichi the dancer,Chichi loves dancing and party.,Female,hair: black; eyes: blue;opened; teeth: none; clothing: ankara print; accessories: none; expression: shocked; strength: dancing; weakness: lovergirl;,e7c32b06-7022-49b4-bbe5-81e8c1d58583,dc88ea142e934d623e65ec6ba63598276e93d593e1ec8b8470aaec9e2cb4a365
TEAM CHISEL,103,hammed-the-farmer,hammed the farmer,Hammed owns a farm with his family.,Male,hair: none; eyes: opened; teeth: none; clothing: brown and cream buba; accessories: nose mask; expression: innocent; strength: farming; weakness: drinking;,e57d8985-599e-49da-8d62-fc16b7ac93f2,c7b9d2d8d2eef94b81b74f3d9b54409f1423a36601043dee10f027fee7ca3d85
TEAM CHISEL,104,farida-the-tivlady,farida the tivlady,Farida is a beautiful Tiv woman.,Female,hair: brown; eyes: opened; teeth: none; clothing: ankara print; accessories: lipgloss; expression: cool; strength: cooking; weakness: multitasking;,31d3e229-003e-43c8-ba82-38f49cf58ccb,d618a8fbf54fff1d3b6c4e1715af13f0ffc8e92068c81bf6328c715bd1da05e1
TEAM CHISEL,105,hannah-the-singer,hannah the singer,Hannah loves singing and belongs to choir.,Female,hair: blonde; eyes: opened; teeth: none; clothing: flower print dress; accessories: earrings; expression: angry; strength: singing; weakness: reading;,281f5bd7-5282-458b-9811-e369980e7dee,96277194cf1fe3e589457404191d98493a614ccc7e553d72b0dfd3ba4ae35ecf
TEAM CHISEL,106,nonso-the-igbogirl,nonso the igbogirl,Nonso is a hardworking Igbo girl.,Female,hair: black; eyes: opened; teeth: none; clothing: leopard print blouse; accessories: none; expression: happy; strength: business; weakness: spending;,5cfa76df-8376-4505-af12-78af24f108d6,4a9e7532da441a364dcc55dca19e173f1790ffbaf8a5ace795d84c8a467019d7
TEAM CHISEL,107,shade-olori,shade olori,Shade loves soft life and makeup.,Female,hair: black; eyes: blue;opened; teeth: none; clothing: ankara print; accessories: none; expression: none; strength: makeup; weakness: sleeping;,1a07ca73-d39b-43e9-a0f1-ef9f5e57d3a9,a93f8c1e0a663d2d5253c24bd0c56f2b67016b86f478ed43bf7b5feb03fd230b
TEAM CHISEL,108,quadri-the-teacher,quadri the teacher,Quadri is a devoted teacher that teaches mathematics.,Male,hair: none; eyes: opened; teeth: none; clothing: yellow on blue jean; accessories: nose mask; expression: none; strength: teaching; weakness: talking;,d96a93e7-17a4-4efe-b09b-02185cc81ce8,3ac9e245c01c5ac44abb4d68bc62faf69fab0892a75963bd043ea0dedac69114
TEAM CHISEL,109,Ifeanyi-the-dj,Ifeanyi the dj,Ifeanyi is a music dj that performs at events.,Male,hair: none; eyes: opened; teeth: opened; clothing: animal print; accessories: red cap; expression: none; strength: mixing songs; weakness: none;,030f665d-2cd7-4376-aef5-4030dad9f2d6,ef4d3d279b9dddc77f9d39e10055ba2aa93590979f6d376387c350e073ec427f
TEAM CHISEL,110,fayo-the-yorubademon,fayo the yorubademon,Fayo is a youruba demon that breaks hearts.,Male,hair: bald; eyes: opened; teeth: none; clothing: africa print; accessories: mask; expression: none; strength: determined; weakness: steals;,e270e278-a9b5-408d-b527-d518239a997b,57b96a068e26e3f1deb4e428b453c0c6f52351310cb91a8641d7ea7e468078b0
TEAM CHISEL,111,nkechi-the-actress,nkechi the actress,Nkechi is an internation actress that acts in hollywood.,Female,hair: purpule short hair; eyes: opened; teeth: none; clothing: native print; accessories: smoking; expression: rugged; strength: love; weakness: lie;,34b1136d-00b1-4f29-8a03-5b02291d47d5,9a67a9fda79eeada0391a7cb35ebf42dbd53aa630a0ccc05c27ce4d187cf53e9
TEAM CHISEL,112,hamzat-the-mallam,hamzat the mallam,Hamsat is a mallam that changes money.,Male,hair: bald; eyes: opened; teeth: none; clothing: wrapper; accessories: none; expression: straight; strength: traditional; weakness: diabolic;,592eff9f-93b2-4452-a2ed-5d44ebc969db,9fcfc85fd77b97443076efc748463b32dcecb4f6a9060d46427b31bc4d3dbc0c
TEAM CHISEL,113,nnena-pretty-girl,nnena pretty girl,Nnena is beautiful girl that loves to talk about her beauty.,Female,hair: brown bob marley; eyes: open; teeth: covered; clothing: african print; accessories: sucker; expression: none; strength: giver; weakness: possesive;,d9477612-ad63-408e-8d12-24679c647b32,9cbff1204a30657aaa3a42c9dae2065de341a17cbcc06a7d579e914fcf5cebfb
TEAM CHISEL,114,tunde-the-boss,tunde the boss,Tunde is a boss that orders her helps around.,Male,hair: capped; eyes: opened; teeth: white; clothing: native cloth; accessories: none; expression: none; strength: cooks well; weakness: bossy;,7635c4ee-04f6-4872-bfc9-37e5a73c8fc6,3a442cb2a3bca22cba13059589d855f16f9913c869b2c1b518d722d5b08f6f83
TEAM CHISEL,115,nnamdi-the-barber,nnamdi the barber,Nnamdi is a baber that does celebrity haircuts.,Male,hair: brown afro; eyes: open; teeth: smokey; clothing: africa print; accessories: none; expression: none; strength: determined; weakness: loves clubbing;,152758f3-9414-45a2-a809-95cb05a3de13,df8a8cdef82a8baa438355bde0df93783144e9bc465dfcf13401c04c4aa90378
TEAM CHISEL,116,amaka-the-hypepriestess,amaka the hypepriestess,Amaka is a very hyper that she hypes in the clubs.,Female,hair: black hair; eyes: opened; teeth: open teeth; clothing: africa print; accessories: none; expression: laughing; strength: independent; weakness: insultive;,c7726e84-3c5c-4e66-8677-cbfb5c9ee850,2099f537be86959386da595c27cb2e227dd00a6b64eb59fc4ffb8082bcd45537
TEAM CHISEL,117,kemi-foodie,kemi foodie,Kemi loves food but cannot cook.,Female,hair: black har with scarf; eyes: partly opened; teeth: none; clothing: one hand style; accessories: none; expression: none; strength: can cook very well; weakness: dirtiness;,3116cb6f-14c4-4d5a-af57-54253b72a309,1e13450215b9d7535e401efa458ff13e3c0c2a64d3b589125f89140a3841d9e1
TEAM CHISEL,118,ada-the-fashionister,ada the fashionister,Ada loves fashion that she rarely repeats cloths.,Female,hair: brown afro; eyes: glasses; teeth: white; clothing: africa print; accessories: none; expression: smiling; strength: successful; weakness: too serious;,a14df1c1-7a5a-4a33-8780-0fb01c593da6,d16e32e928fa8c51b2a697e1c785e38c654835389752501e1521e6a0780b7b53
TEAM CHISEL,119,kayode-the-baller,kayode the baller,Kayode loves life and lives it.,Male,hair: bald; eyes: wide opened; teeth: none; clothing: yellow on jeans; accessories: none; expression: none; strength: swaggy; weakness: loves women;,fe17bfdc-c251-4654-8313-1ab793e11748,770a7fbf72925288186469ecfb6cde40cde5d74a836e10457481b0d4ce059eb1
TEAM CHISEL,120,kola-of-lagos,kola of lagos,Kola is the life of the party everywhere he is.,Male,hair: bald; eyes: opened; teeth: none; clothing: native; accessories: none; expression: none; strength: intelligent; weakness: shy;,df295be1-1509-406e-a263-28a5dee0abca,12d57535e92a914c316744c81b61cc6d156232ff0b4444feb28001c1cafc8eaa
TEAM BRAINBOX,121,azikiwe-popular-trader,azikiwe popular trader,Azikiwe is a popular trader.,Male,hair: none; eyes: blue; teeth: none; clothings: purple and yellow; accessories: cap; expression: happy; strength:strong; weakness shy;,7ebde325-8efc-4997-811a-b5686269929e,4160779d76227a7e464b0b8d19425e9d2558cbd78c2b775d4757058fcdf0829f
TEAM BRAINBOX,122,obasanjo-funny-guy,obasanjo funny guy,Obasanjo is so hilarious.,Male,hair:none ;eyes: black;teeth:small open teeth; clothings: sleeveless yellow ankara; accessories:none; expression: serious face; strength:mild; weakness:anger;,c136a120-a339-4080-96ca-1c93845c5848,3e2796a0f4a2f549d89aed09c587967ef139a85bbeb18ba008780ecdd7b41a80
TEAM BRAINBOX,123,yakubu-village-chief,yakubu village chief,Yakubu is the village chieftain.,Male,hair:none ;eyes: blue;teeth:open white teeth; clothings: black isiagu; accessories:cap; expression:happy; strength:strong; weakness:impatience;,5b0c0d26-d204-4264-b579-081ff9df935b,807f5e836112c8967aa5047a7470e44d90154dcb7691d7e634b2ea90e489593e
TEAM BRAINBOX,124,abacha-loves-smoking,abacha loves smoking,Abacha loves taking cigarettes.,Male,hair:cute braided hair ;eyes: black ball white eye; teeth:none; clothings: mixed colors ankara wear; accessories:none; expression:happy; strength:strong; weakness:anger;,8ac6d95f-0cf3-4f54-9cf2-be8834b3004c,85c2040ca8980748bb0c9cfbd1e5e8865411f688e0b6d882c60af1d23cea4da8
TEAM BRAINBOX,125,johnathan-good-leader,johnathan good leader,A very progressive young man with positivity.,Male,hair:punk bearded man ;eyes: closed; teeth:none; clothings: white shirt and senator; accessories:cap; expression:bone face; strength:strong; weakness:pride;,241e3713-4ce3-48d0-827f-b282ae2db6c4,9fd1f6e2b7acf417dc22c107ccde82d7e8b6688712940fb0c7b6a0cdbf035110
TEAM BRAINBOX,126,johnathan-genz-kid,johnathan genz kid,Johnathan is zealous.,Male,hair:none ;eyes: blue;teeth: white; clothings: yellow ankara wear; accessories: traditional cap; expression:happy; strength:strong; weakness:arrogance;,90c0ae09-a35f-42ad-b93c-dcf30169acd9,a8b0e28a7d77b55e2fee3b541ffbbe9bb84b44886a5e452d81c300af8e583680
TEAM BRAINBOX,127,eddy-the-community,eddy the community,Man of the people.,Male,hair:none ;eyes: blue; teeth:none; clothings: black isiagu wear; accessories: cap; expression: happy; strength: strong; weakness:emotional;,5cabf9d9-882b-459e-9253-8c07eb045e2d,0d7776f769f9fa967ca01fe2b105edd20eeab68c4e72259f3300fb1011744a44
TEAM BRAINBOX,128,olu-the-oba,olu the oba,Olu the great ruler.,Male,hair: purple braided hair ;eyes: black; teeth: none; clothings: mixed color traditional wear; accessories: none; expression: serious face; strength:mild; weakness:anger;,04c4b28a-aca0-44b1-a064-ed0d9d2a31ca,facb58d56d16cff322e1ec608d2480a6b5b2fb871278c061ded0bf2035b6317d
TEAM BRAINBOX,129,edu-the-biggest-trader,edu the biggest trader,The biggest merchant in west coast.,Male,hair:none ;eyes: blue; teeth:closed; clothings: black and yellow collar native wear; accessories:cap; expression:happy; strength:strong; weakness:impatience;,48d1de5f-5f3f-46aa-b2fd-68420a8e802b,ac8b47ae572893d9e6d53637b3d56eb63e18686e00046a52e98c5536b9609844
TEAM BRAINBOX,130,james-importer-and-exporter,james importer and exporter,Sole importer and exporter of spare parts in Africa.,Male,hair:none ;eyes: blue;teeth:none; clothings: purple and yellow; accessories:cap; expression:happy; strength:strong; weakness:pride;,22541251-022f-480c-8c1e-cf754dce16d6,ae20cc06024b9a6c85f05aa664c250d753ddf55e996434b5f0817e4b1a303c6f
TEAM BRAINBOX,131,lanre-the-dreaded-guy,lanre the dreaded guy,The wayward tout.,Male,hair: none ;eyes: none; teeth:white; clothings: ankara; accessories:cap; expression: happy; strength:strong; weakness:anger;,66a054cd-5541-4000-98aa-8f2e9892d880,bf78ea3fbdbf988d450e593050f9a12710a22ed50fb1a71f30b8e06752726614
TEAM BRAINBOX,132,olamide-the-street-boy,olamide the street boy,Friendly street gang.,Male,hair:none ;eyes: white; teeth: none; clothings: green and blue; accessories: cap; expression: serious face; strength:strong; weakness:stubborn;,d50a35b1-b42e-4e0c-8dd8-9b892b56d371,098d95c7992b0d965511b6e31fbcf134df05a8a8f282ad62230e3719bbe9db6b
TEAM BRAINBOX,133,uche-peace-loving-man,uche peace loving man,A man of peace and discipline.,Male,hair: yellow ;eyes: blue;teeth:none; clothings: yellow; accessories:none; expression:happy; strength:strong; weakness:emotional;,6c9d6eae-2ea2-468c-a2c8-928aaafc084b,3048795e5cb050f9b1bc4255b129a90efee37e873ca8fb6405d0b5a6d3cb0342
TEAM BRAINBOX,134,dave-the-tech-bro,dave the tech bro,Dave the web3 geng.,Male,hair: none ;eyes: none; teeth:white; clothings: none; accessories:cap; expression: serious face; strength:strong; weakness:none;,c0857b11-bf0e-46a4-9108-b8eb93d83e74,9ab79e2aa83466821ddda4c03d8e2eb62cc9df8e321608cc30eafd52419f6265
TEAM BRAINBOX,135,obi-the-biggest-humanitarian,obi the biggest humanitarian,The biggest helper during the pandemic.,Male,hair:none ;eyes: blue; teeth:white; clothings: brown; accessories:cap; expression:happy; strength: strong; weakness:none;,201a408c-7a2e-42d9-a62c-0136c885c211,158b425821415d7e1bed86036324f7585b7a0c51504798ad2bf776c86568576a
TEAM BRAINBOX,136,precious-the-emotional-girl,precious the emotional girl,Soft hearted and sensitive precious.,Female,hair:none ;eyes: white; teeth: white; clothings: yellow and blue; accessories:cap; expression:angry; strength:strong; weakness:none;,b6a41ff1-51ce-42f7-9933-85d0a22ced68,aebd743e85c633b0773d1b04d91b6daaecf16ef0f2bc8f5b96071a08b33f30e9
TEAM BRAINBOX,137,ella-serious-minded,ella serious minded,Ella a dedicated young lady.,Female,hair: none ;eyes: white;teeth: white; clothings: black and yellow; accessories:cap; expression:happy; strength:strong; weakness:none;,04036447-f43e-4bfb-9503-f55c9064b14e,8380ddd275f1655a8e4c825e46e92508e5cc32100d96b6cff9d8f053a900013f
TEAM BRAINBOX,138,cynthia-cute-eyes,cynthia cute eyes,Cynthia with a priceless cute eyes.,Female,hair:yellow ;eyes: blue;teeth:none; clothings: blue and yellow; accessories: none; expression: serious face; strength: mild; weakness:pride;,5d12847b-6d71-4691-8337-2e6ef3e283b2,f1bc019f3a6188f171b49aabf4813b8d9fe62e79cd8fd237cb97b5b228db8741
TEAM BRAINBOX,139,mary-with-hair,mary with hair,Mary with her beautiful Afro.,Female,hair: none;eyes: none;teeth:none; clothings: casual ankara; accessories:cap; expression:scared; strength:sensitive; weakness: fearful;,98035e8b-6540-4464-8a3c-fdac9f07b168,5aeb08aebcc00fe564cdb6976ad76cb0f053f0d068689df0f36bac84b5eca116
TEAM BRAINBOX,140,ada-chewing-bubble-gum,ada chewing bubble gum,Ada always chewing gum.,Female,hair: none;eyes: none;teeth: white; clothings: traditional wear; accessories:cap; expression:sassy; strength:decisive; weakness: insensitive;,15309dc5-e483-4658-b503-db85ba2c1722,d42fe6e8181bd3614a8da3a37c477bb271371fc6c506590f488cb008728d7cdb
TEAM PLUG,141,viganem-the-drummer-girl,viganem the drummer girl,Known for typically playing the drum for 5 hours per day without a break.,Female,hair: none;  eyes: none;  teeth: none;  clothing: ankara with drum patterns;  accessories: none;  expression: sumg;  strength: none;  weakness: none;,5a5a6f5c-39f3-4beb-ab74-60d3c7a90fd4,fb6ec476b48f3144449ccbacf7bb9438b673cac076a8a7deafa721f8af4819f7
TEAM PLUG,142,lenusuka-the-big-woman,lenusuka the big woman,The lady that loves spending money and buying everybody asaobi.,Female,hair: purple;  eyes: none;  teeth: none;  clothing: black and blue ankara;  accessories: none;  expression: serious;  strength: none;  weakness: none;,e564a43a-ef77-487d-a88e-749d20a09fd8,660502f0765cf7bf5bb1f3ec6581d47096539090f47e07484c32aa0b3d78588d
TEAM PLUG,143,enepua-the-clout-queen,enepua the clout queen,The lady that travels all day and enjoys snapping food at restaurants.,Female,hair: purple;  eyes: none;  teeth: none;  clothing: black ankara with yellow and blue gear pattern;  accessories: none;  expression: chill; strength: none;  weakness: none;,6dc7e452-0626-4f4c-a28c-f5db3532e305,d5d9c3bc8fabadf7b8c50b9fa315be5d147dab54a694640b2a9f79daf3c8206d
TEAM PLUG,144,usifong-queen-of-mushin,usifong queen of mushin,Changes her hair every 2 weeks and cannot finish one pure water.,Female,hair: brown afro;  eyes: none;  teeth: none;  clothing: black ankara with yellow; peach; and blue gear pattern;  accessories: none;  expression: unbothered;  strength: none;  weakness: none;,221263d0-8775-49f8-bbf8-4b08b49e1482,c6599ef866605e3c3dfdd7e49f23b55a7291406c5104b45c034e3574fee110d9
TEAM PLUG,145,akinyim-the-clown,akinyim the clown,"The most interesting christmas clown, known for dancing in prisons and hospitals on christmas eve.",Female,hair: burgundy dreadlocks;  eyes: none;  teeth: none;  clothing: kente blouse with asymmetric neckline;  accessories: none;  expression: off-standish;  strength: none;  weakness: none;,c1070dce-48a1-4ae8-b9a4-d070859a8377,699e2f05141742d8f27bffadc27d383a03495ddeb6e785318c78d2c73a74cec2
TEAM PLUG,146,zawadi-mr-sleep-everywhere,zawadi mr sleep everywhere,Likes sleeping in the weirdest places especially in clubs.,Male,hair: brown; eyes:none; teeth: none; clothing: kente agbada; accessories: none; expression: goofy; strength: none; weakness: none;,c22489fe-574b-47f3-9667-c9c798b2d4df,5ee0f23f1656ed0b29906d72dca1e952eb8c69131bccf005eb30c577a3ec3590
TEAM PLUG,147,chepkirui-mr-self-love,chepkirui mr self love,Likes taking care of himself and spending on himself.,Male,hair: burgundy fila cap;  eyes: none;  teeth: none;  clothing: black and kente patterned agbada;  accessories: none;  expression: sleepy;  strength: none;  weakness:none;,1a91e778-d214-476b-a667-94e9ecb8b5ce,545720470fcb9bfbf7a50480dc2ac7f3172193dd4162b0958ca3a18bb937cc67
TEAM PLUG,148,naserian-the-fear-fear-dancer,naserian the fear fear dancer,A timid and dancer who is always afraid of a large crowd of audience and yet his dance moves can raise the dead.,Male,hair: face; cap: turned to the side;  eyes: none;  teeth: none;  clothing: yellow and blue ankara;  accessories: none;  expression: warm;  strength: none;  weakness: none;,8177cf38-8284-4eb4-b19c-04473bcb3b5e,ee4e919ea3e9142e64351151fc79beb7e4da11aaba1fbda71bd16807675ffe01
TEAM PLUG,149,wawuda-the-ashawo-of-africa,wawuda the ashawo of africa,Brags about his body count and follows skirt anywhere.,Male,hair: blue cap;  eyes: none;  teeth: none;  clothing: green top with blue overalls;  accessories: none;  expression: fear;  strength: none; weakness: none;,0554bf35-f588-4009-aafc-ef875b878c29,a1a1ab2bbf1fb17f5fd3c358c643cc47a2cbfc3de16adbad5fe59a39f6780ffd
TEAM PLUG,150,kerubo-the-igbo-smoker,kerubo the igbo smoker,Loves only his igbo and is happy when he finds an old blunt.,Male,hair: brown;  eyes: none;  teeth: none;  clothing: brown shirt with dog pattern;  accessories: none;  expression: smirking   strength: none;  weakness: none;,33ba8e73-7949-4bc7-ba27-37ee1d573946,07f617f7badd1cd70e48b23964269eb361d71db2c55afd5024f3070f537442f1
TEAM PLUG,151,rehema-the-olodo,rehema the olodo,Failed primary 5 eight times and like playing football after school.,Male,hair: teal cap with black and white stripes;  eyes: none;  teeth: none;  clothing: purple shirt with yellow accent;  accessories: none;  expression: euphoric;  strength: none;  weakness: none;,1fb33783-4898-48cf-8a73-f81afc71e1a8,b22f96ee2d13bcafd58a79d05b8eea9d5ab9847380368d7171cc5db9c89ab73e
TEAM PLUG,152,nekesa-the-brainbox,nekesa the brainbox,A proposed elite who cannot write a simple speech.,Male,hair: black and red hat;  eyes: none;  teeth: none;  clothing: monostrap black ankara with yellow and red patterns;  accessories: none; expression: playful;  strength: none;  weakness: none;,7ba909bd-19a1-454d-a86c-a45e85cb94a6,03cfb8e4410d30224ed934bbc84d8f7102ef2963d44ba95b68ff1fae1053e793
TEAM PLUG,153,kiokoli-the-slowrunner,kiokoli the slowrunner,Always running in every race but never making it to the first 5.,Male,hair: black and yellow cap;  eyes: none;  teeth: none;  clothing: maroon agbada with yellow accents;  accessories: none;  expression: clueless;  strength: none;  weakness: none;,d7027b6c-ae53-4cce-b80d-67aeb7ceb1ba,918884935c193485cad290329e4dc93c0fdc20f28af1b08f67e3314cfaefd62a
TEAM PLUG,154,adjuani-uncle-wire-wire,adjuani uncle wire wire,Mugu money spender that loves spending on women extravagantly.,Male,hair: red cap;  eyes: none;  teeth: none;  clothing: plain and patterned ankara shirt;  accessories: none;  expression: anxious;  strength: none; weakness: none;,36cd959f-d280-41f6-af76-765715c72527,ae58da136859a8f7747c9b9323df6a573d1c5ea01a135eba958bcf12799313d1
